dataset,datasetId,siteName,siteId,siteVisitName,siteVisitId,siteVisitStartDate,siteVisitEndDate,description
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATKAN0004,http://linked.data.gov.au/dataset/ausplots/site-satkan0004,20181002,http://linked.data.gov.au/dataset/ausplots/sv-58696,2018-10-02T10:32:46Z,2018-10-02T10:32:46Z,"Mount Beevor, About 8kms southeast of Mount Torrens."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATKAN0003,http://linked.data.gov.au/dataset/ausplots/site-satkan0003,20181113,http://linked.data.gov.au/dataset/ausplots/sv-58701,2018-11-13T13:09:00Z,2018-11-13T13:09:00Z,Mt Billy Conservation Park. 145m west of Hindmarsh tiers road 10.5km north north west of Victor harbour
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0002,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0002,20190404,http://linked.data.gov.au/dataset/ausplots/sv-58703,2019-04-04T16:31:25Z,2019-04-04T16:31:25Z,"Carnarvon Station Reserve, 11.5km ssw of homestead. 151km north east of Augathella"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAFLB0003,http://linked.data.gov.au/dataset/ausplots/site-saaflb0003,20181107,http://linked.data.gov.au/dataset/ausplots/sv-58704,2018-11-07T12:22:00Z,2018-11-07T12:22:00Z,"Waite Conservation Reserve, 6.8 km south east of Adelaide CBD"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0001,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0001,20190404,http://linked.data.gov.au/dataset/ausplots/sv-58708,2019-04-04T12:28:49Z,2019-04-04T12:28:49Z,"Carnarvon Station Reserve, 1.9km ENE Carnarvon Homestead. 51.3km SE Wealwandangie,"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0003,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0003,20190405,http://linked.data.gov.au/dataset/ausplots/sv-58709,2019-04-05T10:23:36Z,2019-04-05T10:23:36Z,"Carnarvon Station Reserve,  1.7km South West of homestead.  30.6km North West of Mount Moffat"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0007,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0007,20190410,http://linked.data.gov.au/dataset/ausplots/sv-58711,2019-04-10T14:28:38Z,2019-04-10T14:28:38Z,"Saint Ruth Reserve,  16.4km South of Dalby.  7.2km north north west of Tipton
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0023,http://linked.data.gov.au/dataset/ausplots/site-satflb0023,20180811,http://linked.data.gov.au/dataset/ausplots/sv-58712,2018-08-11T10:32:00Z,2018-08-11T10:32:00Z,"Vulkathunha-Gammon Ranges National Park, 9.2km east south east of Nepubunna. 62.5km east of Copley"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0024,http://linked.data.gov.au/dataset/ausplots/site-satflb0024,20180811,http://linked.data.gov.au/dataset/ausplots/sv-58713,2018-08-11T16:23:11Z,2018-08-11T16:23:11Z,"Warraweena Reserve, 5.6km north north west of homestead. 17.5km north west of Beltana.
Warraweena."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SATFLB0025,http://linked.data.gov.au/dataset/ausplots/site-satflb0025,20180813,http://linked.data.gov.au/dataset/ausplots/sv-58714,2018-08-13T10:35:11Z,2018-08-13T10:35:11Z,"Warraweena Reserve, 1.8km south south west of homestead.30.6 km south east of Leigh Creek"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0007,http://linked.data.gov.au/dataset/ausplots/site-ntafin0007,20190528,http://linked.data.gov.au/dataset/ausplots/sv-58715,2019-05-28T15:32:25Z,2019-05-28T15:32:25Z,Owen Springs Reserve. 52km South west of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAGAW0004,http://linked.data.gov.au/dataset/ausplots/site-saagaw0004,20190521,http://linked.data.gov.au/dataset/ausplots/sv-58716,2019-05-21T09:05:02Z,2019-05-21T09:05:02Z,"Bon Bon Station Reserve, 49 km.south south west of Homestead,12.9 km west of the Stuart Highway.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAGAW0006,http://linked.data.gov.au/dataset/ausplots/site-saagaw0006,20190522,http://linked.data.gov.au/dataset/ausplots/sv-58717,2019-05-22T18:17:36Z,2019-05-22T18:17:36Z,"Bon Bon Station Reserve,13.8km south east of Bon Bon homestead. 47.5km north  east of Kingoonya
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASEQ0001,http://linked.data.gov.au/dataset/ausplots/site-qdaseq0001,20150101,http://linked.data.gov.au/dataset/ausplots/sv-58722,2015-01-01T15:32:00Z,2015-01-01T15:32:00Z,"Samford Ecological Research Facility, 250m south east of barracks, 1.8km south-south west of Samford village.

"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0033,http://linked.data.gov.au/dataset/ausplots/site-saastp0033,20190523,http://linked.data.gov.au/dataset/ausplots/sv-58724,2019-05-23T14:35:08Z,2019-05-23T14:35:08Z,"Bon Bon Station Reserve,10.9km north west of Bon Bon homestead. 61km north north east of Kingoonya
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0004,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0004,20190405,http://linked.data.gov.au/dataset/ausplots/sv-58726,2019-04-05T17:41:03Z,2019-04-05T17:41:03Z,"Carnarvon Station Reserve, 2.9km NNE of Carnarvon homstead.  78.6km West
of Christmas Creek."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0006,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0006,20190410,http://linked.data.gov.au/dataset/ausplots/sv-58727,2019-04-10T10:00:54Z,2019-04-10T10:00:54Z,"Abattoir Reserve, north of Dalby Gun Club. 4.3km north west of Dalby."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0008,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0008,20190411,http://linked.data.gov.au/dataset/ausplots/sv-58728,2019-04-11T09:47:50Z,2019-04-11T09:47:50Z,"St Ruth Reserve, 16.6km south 350m south south west of reserve entrance gate. 16.6km south of Dalby"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0009,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0009,20190413,http://linked.data.gov.au/dataset/ausplots/sv-58729,2019-04-13T09:34:15Z,2019-04-13T09:34:15Z,"Myall Park Private Reserve. 11.km WWN of Oakey, 2.7km. SE of Jondaryan.

"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBN0001,http://linked.data.gov.au/dataset/ausplots/site-qdabbn0001,20190407,http://linked.data.gov.au/dataset/ausplots/sv-58730,2019-04-07T15:43:12Z,2019-04-07T15:43:12Z,"Goonderoo Reserve, 1.7km east of homestead. 15km. South of Gindie Gindie, 29.2km north north east of Springsure."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAGES0003,http://linked.data.gov.au/dataset/ausplots/site-waages0003,20190801,http://linked.data.gov.au/dataset/ausplots/sv-58731,2019-08-01T10:37:08Z,2019-08-01T10:37:08Z,"Eurardy Reserve. 4.7km south east of homestead, 52.3km north east of Kalbarri."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAGES0002,http://linked.data.gov.au/dataset/ausplots/site-waages0002,20190802,http://linked.data.gov.au/dataset/ausplots/sv-58732,2019-08-02T16:26:45Z,2019-08-02T16:26:45Z,"Eurardy Reserve. 9km north west of station homestead, 49km north east of Kalbarri.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAMAC0002,http://linked.data.gov.au/dataset/ausplots/site-ntamac0002,20190529,http://linked.data.gov.au/dataset/ausplots/sv-58734,2019-05-29T11:01:54Z,2019-05-29T11:01:54Z,Owen Springs Reserve. 55km south west of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0001,http://linked.data.gov.au/dataset/ausplots/site-ntafin0001,20190526,http://linked.data.gov.au/dataset/ausplots/sv-58735,2019-05-26T15:22:10Z,2019-05-26T15:22:10Z,Owen Springs Reserve. 63 km South west of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0005,http://linked.data.gov.au/dataset/ausplots/site-ntafin0005,20190525,http://linked.data.gov.au/dataset/ausplots/sv-58736,2019-05-25T17:36:23Z,2019-05-25T17:36:23Z,"Valley between hills of the James Range, Owen Springs reserve. 75 km South West of Alice Springs.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0006,http://linked.data.gov.au/dataset/ausplots/site-ntafin0006,20190526,http://linked.data.gov.au/dataset/ausplots/sv-58737,2019-05-26T17:34:12Z,2019-05-26T17:34:12Z,North of James Range. Owen Springs Reserve. 73km South West of Alice Springs.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0009,http://linked.data.gov.au/dataset/ausplots/site-ntafin0009,20190527,http://linked.data.gov.au/dataset/ausplots/sv-58738,2019-05-27T15:48:13Z,2019-05-27T15:48:13Z,"North of James Range. Owen Springs Reserve. 68km South West of Alice Springs.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0011,http://linked.data.gov.au/dataset/ausplots/site-ntafin0011,20190527,http://linked.data.gov.au/dataset/ausplots/sv-58739,2019-05-27T10:16:22Z,2019-05-27T10:16:22Z,"Owen Springs Reserve, north of James Range. 75 km South West of Alice Springs."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAMAC0003,http://linked.data.gov.au/dataset/ausplots/site-ntamac0003,20190529,http://linked.data.gov.au/dataset/ausplots/sv-58740,2019-05-29T14:18:07Z,2019-05-29T14:18:07Z,Owen Springs Reserve. 11km south west of ranger station. 54km south west of Alice Springs.
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBN0002,http://linked.data.gov.au/dataset/ausplots/site-qdabbn0002,20190408,http://linked.data.gov.au/dataset/ausplots/sv-58741,2019-04-08T15:07:27Z,2019-04-08T15:07:27Z,"Goonderoo Reserve, 38.4km of Emerald. 27.9km north north east of Springsure"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,TCATNM0001,http://linked.data.gov.au/dataset/ausplots/site-tcatnm0001,20191121,http://linked.data.gov.au/dataset/ausplots/sv-58742,2019-11-21T10:04:22Z,2019-11-21T10:04:22Z,"Tom Gibson Nature Reserve, 22.6km north north west of Campbell Town. 42.3km south east of Launceston
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAADAL0002,http://linked.data.gov.au/dataset/ausplots/site-waadal0002,20190704,http://linked.data.gov.au/dataset/ausplots/sv-58743,2019-07-04T13:42:08Z,2019-07-04T13:42:08Z,"Roebuck Plains Station, 19.2km east north east of homestead. 43.5km east north east of Broome"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAANOK0008,http://linked.data.gov.au/dataset/ausplots/site-waanok0008,20190701,http://linked.data.gov.au/dataset/ausplots/sv-58744,2019-07-01T11:31:00Z,2019-07-01T11:31:00Z,"Theda Station. 900m north west of Theda homestead, 57.4km south south west of Kalumburu."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDASEQ0002,http://linked.data.gov.au/dataset/ausplots/site-qdaseq0002,20190411,http://linked.data.gov.au/dataset/ausplots/sv-58745,2019-04-11T16:34:43Z,2019-04-11T16:34:43Z,"Russell Reserve Bunya Mountains, 3.2km south east of Mt Mowbullan. 48km north east of Dalby"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAANOK0005,http://linked.data.gov.au/dataset/ausplots/site-waanok0005,20190629,http://linked.data.gov.au/dataset/ausplots/sv-58746,2019-06-29T18:36:11Z,2019-06-29T18:36:11Z,"Theda Station. 4.9km east south east of Theda homestead, 57.6km south of Kalumburu.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,QDABBS0005,http://linked.data.gov.au/dataset/ausplots/site-qdabbs0005,20190406,http://linked.data.gov.au/dataset/ausplots/sv-58747,2019-04-06T16:27:56Z,2019-04-06T16:27:56Z,"Carnarvon Station Reserve, 4.7 north north east of homestead. 93km south west of Rolleston."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAGAW0005,http://linked.data.gov.au/dataset/ausplots/site-saagaw0005,20190521,http://linked.data.gov.au/dataset/ausplots/sv-58748,2019-05-21T16:06:03Z,2019-05-21T16:06:03Z,"Bon Bon Station Reserve, 44.27km.south south west of Homestead,13.7 km west of the Stuart Highway.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAGAW0007,http://linked.data.gov.au/dataset/ausplots/site-saagaw0007,20190522,http://linked.data.gov.au/dataset/ausplots/sv-58749,2019-05-22T12:23:30Z,2019-05-22T12:23:30Z,"Myall woodland on Bon Bon Station Reserve, 14.7km. south east of the Homestead, 15.5 km. east of the Stuart Highway."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAAGAW0008,http://linked.data.gov.au/dataset/ausplots/site-saagaw0008,20190523,http://linked.data.gov.au/dataset/ausplots/sv-58750,2019-05-23T12:41:00Z,2019-05-23T12:41:00Z,"Bon Bon Station Reserve, 29.2 km. south east of the Homestead on the southern edge of Lake Puckridge.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAASTP0034,http://linked.data.gov.au/dataset/ausplots/site-saastp0034,20190524,http://linked.data.gov.au/dataset/ausplots/sv-58751,2019-05-24T09:43:00Z,2019-05-24T09:43:00Z,As previous
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAANOK0006,http://linked.data.gov.au/dataset/ausplots/site-waanok0006,20190630,http://linked.data.gov.au/dataset/ausplots/sv-58753,2019-06-30T16:51:35Z,2019-06-30T16:51:35Z,"Theda Station. 24.6km west south west of Theda homestead, 72km south west of Kalumburu. 
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAANOK0002,http://linked.data.gov.au/dataset/ausplots/site-waanok0002,20190628,http://linked.data.gov.au/dataset/ausplots/sv-58754,2019-06-28T11:25:32Z,2019-06-28T11:25:32Z,"Doongan Station. 20.2km north west of Doongan homestead, 114km south west of Kalumburu."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAMUR0003,http://linked.data.gov.au/dataset/ausplots/site-waamur0003,20190821,http://linked.data.gov.au/dataset/ausplots/sv-58755,2019-08-21T15:21:18Z,2019-08-21T15:21:18Z,"Boolardy Station, 15.8km north east of Homestead.  291km north east of Geraldton"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAANOK0004,http://linked.data.gov.au/dataset/ausplots/site-waanok0004,20190629,http://linked.data.gov.au/dataset/ausplots/sv-58756,2019-06-29T14:30:36Z,2019-06-29T14:30:36Z,"Theda Station. 700m north west of Theda homestead, 56.2km south west of Kalumbaru.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0008,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0008,20190430,http://linked.data.gov.au/dataset/ausplots/sv-58757,2019-04-30T10:39:02Z,2019-04-30T10:39:02Z,"Calperum Station. 4.5km east of homestead. 14.5 km north north east of Renmark
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASRIV0001,http://linked.data.gov.au/dataset/ausplots/site-sasriv0001,20190430,http://linked.data.gov.au/dataset/ausplots/sv-58758,2019-04-30T15:59:56Z,2019-04-30T15:59:56Z,"Calperum, as previous"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0006,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0006,20190501,http://linked.data.gov.au/dataset/ausplots/sv-58759,2019-05-01T11:26:50Z,2019-05-01T11:26:50Z,As previous
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SASMDD0001,http://linked.data.gov.au/dataset/ausplots/site-sasmdd0001,20190502,http://linked.data.gov.au/dataset/ausplots/sv-58760,2019-05-02T11:56:18Z,2019-05-02T11:56:18Z,Supersite Tower. 24.5km North West of Renmark
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAMUR0005,http://linked.data.gov.au/dataset/ausplots/site-waamur0005,20190822,http://linked.data.gov.au/dataset/ausplots/sv-58761,2019-08-22T17:40:29Z,2019-08-22T17:40:29Z,"Boolardy Station, 46.6km north east of Homestead. Approx 314km north east of Geraldton"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAANOK0007,http://linked.data.gov.au/dataset/ausplots/site-waanok0007,20190701,http://linked.data.gov.au/dataset/ausplots/sv-58762,2019-07-01T17:17:34Z,2019-07-01T17:17:34Z,"Theda Station. 24.6km north east of Theda homestead, 32.1km south west of Kalumbaru.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAMUR0006,http://linked.data.gov.au/dataset/ausplots/site-waamur0006,20190823,http://linked.data.gov.au/dataset/ausplots/sv-58763,2019-08-23T10:10:48Z,2019-08-23T10:10:48Z,"Boolardy Station, 36.8km north east of Homestead. Approx. 310km north east of Geraldton"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAADAL0004,http://linked.data.gov.au/dataset/ausplots/site-waadal0004,20190705,http://linked.data.gov.au/dataset/ausplots/sv-58764,2019-07-05T15:48:43Z,2019-07-05T15:48:43Z,"Roebuck Plains Station, 19.9km east north east of homestead. 44.6km east north east of Broome"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAMUR0008,http://linked.data.gov.au/dataset/ausplots/site-waamur0008,20190824,http://linked.data.gov.au/dataset/ausplots/sv-58765,2019-08-24T10:49:47Z,2019-08-24T10:49:47Z,"Boolardy Station, 39.5 km north east of Boolardy Homestead.  Approx 314km north east of Geraldton
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAYAL0006,http://linked.data.gov.au/dataset/ausplots/site-waayal0006,20190826,http://linked.data.gov.au/dataset/ausplots/sv-58766,2019-08-26T14:22:21Z,2019-08-26T14:22:21Z,"Charles Darwin Reserve. 15.8km north north east of homestead, 98km north north east of Dalwallinu."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAADAL0003,http://linked.data.gov.au/dataset/ausplots/site-waadal0003,20190704,http://linked.data.gov.au/dataset/ausplots/sv-58767,2019-07-04T17:31:24Z,2019-07-04T17:31:24Z,"Roebuck Plains Station, 17.4km east north east of homestead. 41.5km east north east of Broome
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAAVW0005,http://linked.data.gov.au/dataset/ausplots/site-waaavw0005,20190827,http://linked.data.gov.au/dataset/ausplots/sv-58768,2019-08-27T15:30:33Z,2019-08-27T15:30:33Z,"Charles Darwin Reserve. 3.5km south of homestead, 103km south east of Morawa.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAAVW0007,http://linked.data.gov.au/dataset/ausplots/site-waaavw0007,20190828,http://linked.data.gov.au/dataset/ausplots/sv-58772,2019-08-28T15:01:27Z,2019-08-28T15:01:27Z,"Charles Darwin Reserve. 9.6km south of homestead, 106km south east of Morawa."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAANOK0003,http://linked.data.gov.au/dataset/ausplots/site-waanok0003,20190628,http://linked.data.gov.au/dataset/ausplots/sv-58773,2019-06-28T17:35:17Z,2019-06-28T17:35:17Z,"Theda Station. 24km west south west of Theda homestead, 72km south west of Kalumburu.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,TCATNM0003,http://linked.data.gov.au/dataset/ausplots/site-tcatnm0003,20191123,http://linked.data.gov.au/dataset/ausplots/sv-58775,2019-11-23T09:29:00Z,2019-11-23T09:29:00Z,5km West south west of Ross. 79.9km south east of Launceston
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACAR0002,http://linked.data.gov.au/dataset/ausplots/site-waacar0002,20190726,http://linked.data.gov.au/dataset/ausplots/sv-58776,2019-07-26T15:43:59Z,2019-07-26T15:43:59Z,"10.6km SE of Hamelin Homestead, 24.2km NNW, Coburn Homestead"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACAR0001,http://linked.data.gov.au/dataset/ausplots/site-waacar0001,20190726,http://linked.data.gov.au/dataset/ausplots/sv-58777,2019-07-26T13:15:52Z,2019-07-26T13:15:52Z,"Hamelin Station Reserve, 17.6km east of homestead 98.8km south east of Denham"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACAR0003,http://linked.data.gov.au/dataset/ausplots/site-waacar0003,20190727,http://linked.data.gov.au/dataset/ausplots/sv-58778,2019-07-27T12:19:28Z,2019-07-27T12:19:28Z,"Hamelin Station Reserve, 13.7km south west of Homestead. 86.2km south east of Denham"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAACAR0004,http://linked.data.gov.au/dataset/ausplots/site-waacar0004,20190727,http://linked.data.gov.au/dataset/ausplots/sv-58779,2019-07-27T16:40:12Z,2019-07-27T16:40:12Z,"6.8 km. NE of Hamelin Homestead, 24.7km WNW of the Overlander Roadhouse.
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAYAL0003,http://linked.data.gov.au/dataset/ausplots/site-waayal0003,20190729,http://linked.data.gov.au/dataset/ausplots/sv-58780,2019-07-29T15:36:54Z,2019-07-29T15:36:54Z,"Edel Land National Park. 14.4km south east of Shark Bay Ranger Station, 43.5 south west of Denham."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAYAL0005,http://linked.data.gov.au/dataset/ausplots/site-waayal0005,20190730,http://linked.data.gov.au/dataset/ausplots/sv-58781,2019-07-30T17:03:55Z,2019-07-30T17:03:55Z,"Edel Land National Park. 25.6km south east of ranger station, 56.3km south west of Denham.

"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,TCATNM0002,http://linked.data.gov.au/dataset/ausplots/site-tcatnm0002,20191122,http://linked.data.gov.au/dataset/ausplots/sv-58782,2019-11-22T16:35:17Z,2019-11-22T16:35:17Z,6.9km west south west of Ross. 73.9km south south east of Launceston
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,WAAYAL0001,http://linked.data.gov.au/dataset/ausplots/site-waayal0001,20190728,http://linked.data.gov.au/dataset/ausplots/sv-58784,2019-07-28T15:39:18Z,2019-07-28T15:39:18Z,"Edel Land National Park. 150m south of western most point sign, 45km south west of Denham."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,TCATNM0004,http://linked.data.gov.au/dataset/ausplots/site-tcatnm0004,20191124,http://linked.data.gov.au/dataset/ausplots/sv-58785,2019-11-24T09:20:44Z,2019-11-24T09:20:44Z,8.9km north of Campbell Town. 53.7km south east of Launceston
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0010,http://linked.data.gov.au/dataset/ausplots/site-ntafin0010,20190527,http://linked.data.gov.au/dataset/ausplots/sv-58786,2019-05-27T13:35:17Z,2019-05-27T13:35:17Z,North of James Range. Owen Springs reserve.  70 km South West of Alice Springs
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0002,http://linked.data.gov.au/dataset/ausplots/site-ntafin0002,20190528,http://linked.data.gov.au/dataset/ausplots/sv-58787,2019-05-28T11:50:00Z,2019-05-28T11:50:00Z,"Central Waterhouse range, Owen Springs Reserve. 50km West of Alice Springs."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0003,http://linked.data.gov.au/dataset/ausplots/site-ntafin0003,20190525,http://linked.data.gov.au/dataset/ausplots/sv-58788,2019-05-25T14:16:31Z,2019-05-25T14:16:31Z,"Owen Springs Reserve. Main Channel of Hugh River 1km north of Redbank Waterhole. 60km South West of Alice Springs
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0004,http://linked.data.gov.au/dataset/ausplots/site-ntafin0004,20190526,http://linked.data.gov.au/dataset/ausplots/sv-58789,2019-05-26T08:56:27Z,2019-05-26T08:56:27Z,"Top of James Range, Owen Springs Reserve . 73km South West of Alice Springs
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAFIN0008,http://linked.data.gov.au/dataset/ausplots/site-ntafin0008,20190530,http://linked.data.gov.au/dataset/ausplots/sv-58790,2019-05-30T09:09:34Z,2019-05-30T09:09:34Z,"Western edge of Hugh River floodplain, north of Waterhouse Range, Owen Springs Reserve. 53km West south west of Alice Springs
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,NTAMAC0001,http://linked.data.gov.au/dataset/ausplots/site-ntamac0001,20190529,http://linked.data.gov.au/dataset/ausplots/sv-58791,2019-05-29T13:10:06Z,2019-05-29T13:10:06Z,"Owen Springs Reserve.60km south west of Alice springs
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,TCATNM0005,http://linked.data.gov.au/dataset/ausplots/site-tcatnm0005,20191125,http://linked.data.gov.au/dataset/ausplots/sv-58792,2019-11-25T09:40:04Z,2019-11-25T09:40:04Z,17.1km north east of Campbell Town. 56km south east of Launceston
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAABHC0001,http://linked.data.gov.au/dataset/ausplots/site-saabhc0001,20191005,http://linked.data.gov.au/dataset/ausplots/sv-58793,2019-10-05T09:58:06Z,2019-10-05T09:58:06Z,"Boolcoomatta Reserve, 9km north west of homestead"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAABHC0002,http://linked.data.gov.au/dataset/ausplots/site-saabhc0002,20191007,http://linked.data.gov.au/dataset/ausplots/sv-58794,2019-10-07T12:37:38Z,2019-10-07T12:37:38Z,Boolcoomatta Reserve. 4.5km south west of homestead. 91.7km west of Broken Hill
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAABHC0003,http://linked.data.gov.au/dataset/ausplots/site-saabhc0003,20191008,http://linked.data.gov.au/dataset/ausplots/sv-58795,2019-10-08T09:32:00Z,2019-10-08T09:32:00Z,"Boolcoomatta Reserve, 2.8km north of homestead. 86.4km west of Broken Hill
"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAABHC0004,http://linked.data.gov.au/dataset/ausplots/site-saabhc0004,20191006,http://linked.data.gov.au/dataset/ausplots/sv-58796,2019-10-06T10:50:24Z,2019-10-06T10:50:24Z,"Boolcoomatta  Reserve, 5.9km south west of homestead. 89km west south west of Broken Hill."
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAABHC0005,http://linked.data.gov.au/dataset/ausplots/site-saabhc0005,20191003,http://linked.data.gov.au/dataset/ausplots/sv-58797,2019-10-03T13:19:22Z,2019-10-03T13:19:22Z,"Boolcoomatta Reserve,40km west of broken Hill. 2km south of boolcoomatta homestead"
TERN Surveillance Monitoring,http://linked.data.gov.au/dataset/ausplots,SAABHC0006,http://linked.data.gov.au/dataset/ausplots/site-saabhc0006,20191004,http://linked.data.gov.au/dataset/ausplots/sv-58798,2019-10-04T10:41:24Z,2019-10-04T10:41:24Z,"Boolcoomatta Reserve,40km west of broken Hill."
